review_id,star_rating,helpful_votes,total_votes
R1A33VRJLY23YI,5,0,0
RBW7WGRBF530,1,3,3
R1SZUO50TUG7LY,5,0,0
R2VOGKNCMCLFO,4,0,0
R2WR4PP8GB8O8N,4,0,0
R2R2H12H2Y6SEO,4,0,0
R38ZC0XO4ZHG9,5,0,0
R1T8UCCFWSR01X,5,0,1
RH08BOHGZXUGL,5,0,1
R1WTS82L16MNI7,5,0,0
R3C3IGI5XV3I59,5,0,0
R2JHDRYIN9B65Q,4,0,0
R2PVLUEIGBHS08,5,0,0
RCWJJPQZ4ES16,5,0,0
ROWUC69I1K9JK,5,0,0
R2BZ07ABRCR8T7,1,9,16
R113HHQF5TYSAM,5,0,2
RTDH43UZ52WKZ,5,1,1
R1MT5P1VQW8DZF,1,1,2
R2V8EQTTJYN9BH,1,0,0
RWVL329MJCAP8,3,0,0
R2BYAAZI6MNSXR,3,1,4
R30V8SJKP75I51,1,4,5
R2FD6Y0XM99A6Z,5,0,0
R2IW6JPUMRQZNF,5,0,1
R1GWX116CNGXGC,5,0,0
R1EY6D42UKWL3B,1,1,1
R1R8FABNY315PQ,3,0,0
RWKJ1OZRTTVXV,5,0,0
R1C28R3Z9M938T,5,0,0
R1W8MNXRXBW6TV,5,14,15
R37FDSVJK898V6,4,0,0
R3OEWH54UX74S5,5,1,1
R37IZXBL7KHTXI,5,0,0
R2LUQ2AK8SWFIY,4,1,8
R2FPO432GCFOPM,1,12,14
R33EQ0FWE12CUW,4,1,2
R383F265XCEZVY,2,0,0
R7VF2KI1QGM8N,5,0,0
R3TRJTLABGLMIJ,4,0,0
R39UO7LKAOV7WW,1,7,11
R6VIC195EZ8QV,5,0,0
R2AUB8LEJK05DF,5,0,0
R2PQL05FGF1WQD,5,2,5
R2PVJ18NTW7K9A,1,1,1
R26UVQRGC48K6H,1,1,1
R1MM16AZ8MCKU,5,0,0
R12H14W1OV1NLY,5,0,0
RAGVEII8S1XLS,1,1,3
RXG9X0PBW11L2,3,0,0
R3OWAY9QAAIJMY,3,0,1
R1L77ZJPJFH1DW,4,0,0
ROECTG1ZWG7ET,4,0,3
R3445JE0CZDGJC,1,17,36
R2V8URC9LQYOF,5,0,0
R2VEBTJCNLYLJ9,2,3,6
RA93V611PTO3B,1,1,1
R38NHLCB1RJKBK,5,0,1
R1AE5URCVCRHQ2,4,9,12
R2IDPG2AGGLBYW,5,0,0
R3D5288BA7OGMB,4,0,1
R26AWGVPOVAPF7,2,0,0
R2AKXTS5EZOOYO,1,5,6
RD5A6RPZDES0W,4,0,0
R3OSFVBSTVQ15Q,5,0,0
R1ZKYOYCBJM50C,2,1,1
R3DJXHJ5O0H51M,2,61,76
R3IKCCLB0BJS69,5,0,0
R3V3K0V4CO2DM1,5,0,0
RKQNKM8C506X,5,0,0
R72O8V7N1ZTXE,1,0,2
R1U7T054JYWK3C,5,0,0
R1585UJLXAODYS,1,0,1
R1NA02UX4XYBBN,5,0,0
RWF5BLZ6KLE18,3,1,1
R2M2S8YBN4609S,4,0,0
R330OHGY1SB34E,5,12,25
R3IV4VDKGKM9G6,3,1,2
RKUIY9ROBNB9J,1,3,4
R1A1JTSHJSN4H5,4,0,0
R16E2OYWN2YNS5,5,0,0
R15FU34X3T4TO1,5,0,0
R16JBVPCRO7QMJ,5,0,0
RSZCEY1KVHHKW,5,1,2
R1CZBBN0527HRT,1,11,11
R1HU1VV5CWPL0Q,1,5,7
R29R9HEKLPGY40,4,0,1
R3M6U8F64D6TQR,1,0,0
R2VYHYYH5Z0P2I,1,1,2
RLHBSBZ2SKVPM,1,3,30
R30RQ2707HF7M4,2,1,2
R26WHOPBQGPFTS,1,3,6
RCJI2081E3TG3,3,0,0
RATAB8GD21A36,3,0,0
R2EIC8U9FTJVB8,3,1,1
R2LPEE8LJ6D68W,5,0,0
R11U4JBB09XXTJ,1,91,94
R341UXSM8ECUFJ,1,2,3
R7MC0Z2P8BK87,5,2,2
R1DNSKTDBZMRAR,4,0,0
R2BDM2O9Y2I44Z,3,2,4
R28INKCT1ZYLZI,1,0,0
R828ZLK28BZYZ,1,0,0
RYBRKEUHTV450,5,0,0
R3SQ6N85KR38NX,1,1,1
REKQVMZJWD2JH,5,0,0
R184PV3S3SVJ0H,4,0,0
RMKFFHRF23FYJ,5,0,0
R8649UKWOF7O9,2,0,0
R3E3BKVE5XOS4L,2,0,0
R1SDCQXXLPIOLF,5,0,0
R2H17Z7UHSHD2N,4,3,4
R1WMBB2EW4K2ZA,3,0,0
R1J0W9Y24TA3XU,2,2,2
R27IEZXZ8UNSMW,5,0,2
R28867QTE3NKAK,5,1,1
R364MV5WO63FM4,4,5,6
R2C05YL5LUP9F5,4,0,0
RVFTD1RQWP2WC,4,0,0
RBFJRAJPTEPPG,1,1,9
R3S29BFZQDY07M,4,0,0
R2Y0NYRCZXKIXP,5,0,0
R3HO2DZUCNVJRH,5,0,0
R2975DVKET614N,5,0,0
R1CZ9W4M1FX61F,5,0,0
R36B7BCLY51MD0,5,0,0
R2OGCT4DQMS7XP,5,0,0
R2ON7GKT3I16AZ,5,1,1
RZ39DTV7063R5,4,1,1
R1WZQRI0ITB5IT,4,3,3
R220STZP258UZQ,4,0,0
R3RBPUNDRBP62P,5,4,5
R1T7UYXIO11GQ9,5,0,0
R2CPR0SMH6O206,5,3,4
R2PY40WXDPW376,5,0,0
R2PDYKYVCYF83,5,0,0
RNUIMDP83K991,1,0,0
R2L4NJ94GK8ARA,4,0,0
R3PJ48YDC9TY1F,5,0,0
R1S5FHTFHP0QKX,5,0,0
R228AVR8SVW3HF,5,0,0
R2OFRKALNQH1KJ,5,0,0
R2SQZT3232E1VQ,1,1,2
R2ET3LH69NFC9O,5,0,0
R3OKQ1G6PSZLQ2,4,0,0
R2RMLYURI3QFT9,5,0,0
R2KRJUEGCX177A,5,0,0
R3ET738HYUUPCK,5,0,0
R3DRSFYYBGO9WY,1,7,7
R2CNSRGB6YX0XM,4,0,0
R1T25DVA1PT2BR,1,0,1
R17VYDFRVVO2OJ,5,0,0
RWICRLMJQ6B8V,5,0,0
RCXNLP0VCHDCD,1,1,2
R13HGJS1DJ5NF3,3,2,3
R39RZ4BOUA5IDK,5,0,0
R13M991Y5ZZ4TV,4,0,1
R2PBE47S2O1JUS,5,0,0
R3SFKFW2UNWUJ3,1,4,11
R18MJLBTTT7Q0P,3,0,0
RO89BNJ4C5MH,4,0,0
R9L3CEM1PXTVS,1,0,0
R1AE7HTN08C5HR,5,0,0
RAGT9H51CLFSM,5,0,0
R214RPGZ2WVDJ6,2,0,0
R2N6HN53IA8MOU,2,21,27
R118T3GMEL3XD4,5,5,6
R2GTDNWRC9OCZG,1,1,1
RVK5M9GBWV68F,5,0,0
R2U6NQCUBHVOUD,4,0,1
RHK329UDX066L,5,0,0
R2KIFI8JPU2O3L,5,0,0
R19MC9APU9AMS9,5,0,0
R3G6MRPEI8ZTYN,1,1,2
ROKKK3DPSIBSG,5,0,0
R133DDO2H2DQ08,3,2,5
R3V2F4NROW7GUH,5,2,7
R2QQRQC1A5PM9Y,5,1,1
R2BZT50YX54IC7,4,0,0
R1UGEO56TWRS0Y,1,2,4
RBFOONSN101LL,4,0,0
RDTGPTMQYG22Z,5,0,0
RJUKU6H5AD479,3,0,0
REGGQV69U6XDL,1,0,0
R2WECB7TEEWEU6,2,1,2
R2RH38SBLABVRY,4,1,1
R36305S3D47K7R,5,0,0
R12ZX2E2939141,3,0,0
RYPVVE2VL0MKR,5,1,1
R38BF3V9PKOV2Z,3,0,1
RPESVF4FEZ2BW,5,0,1
R1SFFGPNCQWGVY,1,1,1
R2LS5DSVEOXSCT,5,2,4
R100NKREAFUN77,1,2,2
R2N9IU6PWEJEK1,5,0,0
R1SOP6G5Y8B483,2,1,1
R2WTLKUJ70ZMFS,4,0,0
R26XT2AC7534YD,5,0,0
R2RQXCJMNJIY48,5,0,0
R1DUQ1AFOGTOUR,5,0,0
R3CBF155TIK6WE,4,0,1
R9MHON8OCAT6D,5,0,0
R5H3R6945S91B,1,0,0
R2EVDD6D3A7PGJ,1,1,2
R38LFAETDS2QUA,5,0,0
R3QQFIFWXXB4YS,1,8,13
R2VAUCYRQB3WG3,1,2,5
R1FQSCXTFGXN1Q,5,0,0
R27ON2D3N30DFH,5,0,1
R1CNAGQA8AK70T,4,1,2
R17F5U5PUI857D,5,0,0
RITR7FQL5HJ5I,5,0,0
RRNLK7VNY2JFW,1,0,1
R1SK78TGY21CKD,3,0,0
R14SI5XYLGYX6D,5,0,0
RFP5QR3B63NZX,5,0,0
R12MMBDMCMD11L,5,0,0
R3RA3UVRYQFOGR,1,1,1
R3D4OYC29LE7GN,3,0,0
R1YRFHZSPB9E9U,5,0,0
R23BX95NOM7BYI,5,0,0
R2TMF4658N27GW,5,0,0
R3A2SL9FAS85UT,3,1,1
RBJFI24MPTMGH,2,2,4
R1KYXD4XG2CFTJ,5,0,2
R1MSNNPYFHZXW,5,0,0
R269BKIIVJDNZ8,5,1,1
R1TWRA0FDKJXPZ,5,0,0
RGMNPI62X5ZDR,5,0,0
R339EB4VOWAL8E,1,0,2
R1O91QRRBMEWDI,2,4,5
RLNVSSQM4YFAY,5,0,0
R1S89MXCYIIJD6,2,3,4
R173U0G8X0L3SF,3,1,8
R28XUXY0L46JC2,5,0,0
RO6ZQ6QUT76OA,3,1,1
R2AMS1J9PAW2DZ,5,7,8
R2M5MILZSSWDS,5,0,0
RKV3TS6CEYKOU,5,0,0
R3O046CJX6B8E7,5,5,5
R2NV33L9LQSNXE,4,0,0
R1F4Q2C0QDVJ20,5,0,0
R1TUG776L40G3D,5,0,0
R2QBEX3YGKMU2P,4,0,0
R1E6N8EACKD8IZ,5,0,0
R1XG35E5P5N6Y7,5,0,0
R1AYQJAB6MO92L,5,0,0
RMRAFZHV9E249,3,0,0
R9QWM32NIBSLP,4,0,1
ROWVNRXJ82FWE,4,0,0
R3IIBKLU6M512K,5,0,0
RCSUHE57Q8XJP,1,0,0
R1WRFNOX3W8VIW,5,0,0
RFB28UHXVFPFU,5,0,0
R9ZWBPPC0YRKK,5,0,0
R2LDT00K6N7POI,5,0,0
R2E95W23BXAUKT,4,2,2
R1YTO44QURCCS6,4,0,0
RZQPFSTABZ2WG,4,2,2
R339IJQMR9YBPY,1,7,7
R7RJAQVQCXBFO,5,1,1
R12PGF4OMBPB59,4,0,0
R2XDMZFL0FKHT4,1,0,0
RMCX4IHRGB8AH,1,0,0
RYGDY5YSVFW5X,2,1,1
RCGVABPONEEEB,5,0,0
R34UYSH3DVSK81,5,1,1
RM8TTHC2OD2H,4,1,1
R3W1108DFB4RH3,5,0,0
R37GQ1KU18ACC8,1,0,3
R2UQTXOOXPENU6,2,0,0
R3964833A4WMN9,5,2,2
R1A1GFOZS2ZW41,3,0,0
R1MCYFEAXCK83Q,5,0,0
R1ZX8CVGD7J4E4,1,2,4
R3JO3M85601CWU,1,1,1
R3KCGJF4B6HFA6,5,0,0
R1NKVZ4EL318NK,4,1,1
R26BCP0VKDLV77,5,0,1
R3HBKTFT4E13F2,5,0,0
R3HAX7ZK5CN7IY,5,0,0
R2ZGVA65ZWN1I1,1,1,1
R1MO2H6LPEYN4W,3,0,0
R1FRGVTSQZSDTK,1,3,3
RVPBZSWIHDBGF,3,0,0
R2V5B48WX4FS7J,5,0,0
R1D87765TH98XL,5,1,1
RNWR2EF3MPVHZ,5,0,1
R250MW90997Y94,4,0,0
R1UQPC1T84HCUX,3,14,14
R3T7NKG5CISVG9,4,0,0
R3AN4DI3CS2C06,5,0,0
RK1FY8JYKPQ4W,1,1,3
R1L6LUFSK95I7H,5,0,0
R2V38OQOCDWW0N,5,0,0
R13658TNNGBUOW,5,4,4
R25Q4VCLBLYPRO,5,0,0
R2U1HLUWHH4X3O,2,0,1
R3B9B49FQMVYYU,1,4,4
R1MOPQXY9WFVXO,1,2,6
R3DFSBN2527CJ2,4,0,5
RHBHJ6QH0JKF4,5,0,0
R1NDQKWGDJQNI7,5,0,0
R17OYWUX6AIQXZ,1,3,3
R23GHNYHJ6YB8H,5,0,0
R3FG2SBSFX53CF,1,20,21
R16DI707MX1VRL,2,1,2
R25NPZHL6PIJ5D,5,0,2
R3FU696M1ZT67V,4,0,0
R1JZKOGE2P6Y0N,4,0,0
R3JM1HFPD0CH4V,2,0,0
R2OFA67JD27UIJ,1,1,1
R176YII9SW0258,4,0,0
R1B0SVI1BHIYL3,5,0,0
RIME0AQE4XUHN,5,0,0
R3ISHWXS8R3DJW,5,0,0
R22ZX8F9LT5DB2,2,1,1
R1U6LX0VSJ8L8M,3,0,2
R2M3QDGFQBKL53,5,0,0
R1H8FM74R66HDU,1,2,3
R33E471LRDU28M,5,0,0
R19SZO2N9Z1EIH,4,0,0
R1N4BRX9XA0J59,4,1,3
R1KO50Y36ZFK1W,4,0,0
R128DAZ8CYHRV6,5,2,3
R1PDAUD62DOLI1,5,2,2
R310EE8O47M0TF,5,0,0
R3RFQFWWHUIXGR,5,0,1
R1W1GQFY5NTX0R,5,0,0
R3DFBMZBEQ5MSD,5,0,0
R2BLE6F5RDWD8,5,0,0
R3CCTL4FVGMIC7,3,1,1
R2L88YMYCJP4XX,4,0,0
R2JM2FL74BQWUE,3,1,19
RS6LIDSARKYYB,1,1,1
R16W3P5F4MCHHT,5,0,0
RPU8MRJFA7BYV,2,0,0
R3MH9F72D28E0S,5,2,2
R2C8AR7JKM1707,5,0,1
R2YBTHJ74E86L4,4,0,1
R3QL1O7HQHQW02,5,0,0
R21YWD94D26YIK,5,0,0
R1XN2VJ61HKOBD,5,0,0
R3EXS882H6K5IX,5,0,0
RUP1DR96ZKBBR,5,0,0
R3PMGXE8V22288,5,1,2
R1XX6N1QWMI4KE,5,0,0
R3SJNTGHHPHBUX,1,1,2
R191SBQS17VPY0,5,0,0
RCDGNL71ZB3Y6,3,0,0
R2SW6H1HDTQK3H,4,1,1
R1H1O2CC8GP3IU,5,0,0
RAV29V9FQZ49A,5,2,4
RSZNGQEGUUC54,5,0,0
RWCDW7QFLPOTH,5,0,0
R156EK07R702SY,5,0,0
RE9PYIPVJ3Y1P,3,24,27
R2JIW97P87DBR7,5,0,0
R39DO2LG83OGDR,5,0,0
RF51YRSXMT2HE,2,0,0
R20TFWMM5Q560K,3,0,0
RQ3TYGOL85FXY,5,0,0
R2722ZMSL33FVF,4,14,18
RHQRARD86UH2G,5,4,4
R2G6PMEXW93W90,4,0,0
R2XW6B4OIISFGY,5,1,2
R2J0Q7T1Q8UMW9,1,1,7
RACAC5LT565TK,1,1,1
R1KBG0TWDVPPPS,4,0,0
R23KEU85Q4WRAG,5,0,0
R3QMLNBJWVSQDJ,1,0,7
R2UWCG3S4O6MBW,4,0,0
R8G70BYDH3B78,4,0,0
R1VSXFXNOQ574G,5,2,2
RU6XCZ5GKLV0X,5,0,0
RBKLY1Z4QJ67U,5,0,0
R3SFN9ZJHIBVZ7,4,0,0
R2TZWHVFJ9L4HG,2,0,1
R1JIMPB3KC2TWO,4,1,1
RWY3NSQK9ZX3Z,4,3,3
R21M51J98WFU29,1,1,3
R1XDFUF13WUE9R,5,0,0
R2FN8L20ZA11LI,1,0,2
R2NOJGI5XFU4TS,1,0,0
R3U0Y4JMG5TD1S,5,0,0
R2Q7RVLFFO3V3N,5,0,0
R23N44FHPWD8BJ,5,2,2
RQ5BVEYJW2FZA,1,1,1
R16UCVMT9F5GR7,3,0,1
R3CC3A8E03461F,4,0,0
R29RE6Z672H7V7,5,2,2
R1WB35YEA1HNAV,5,0,0
R1FQU7QZ6X52A6,5,0,0
R1XYVSM6CUH3TO,1,0,3
R2TROFX9K1K1J5,5,0,0
R2SCXITLDHCZ68,3,0,0
R2M41NSOIJCV6K,1,0,1
R2OQVKBKYY0OMY,3,0,1
R10WSDNMLZI9L3,1,0,0
R1JH1V0KUNWJ49,5,0,0
RDPTN7LMZOE7L,5,0,0
R3N5MOZWKMBZRG,4,0,2
R1GPCIMDO11B63,5,0,0
R3JWFRHK7CX5AW,1,2,2
R2RB35XWDHUZJY,5,0,0
RTOH20I0Z2L07,3,0,0
R3DI43KI5QJIM9,4,0,0
R1HZQ60RWNUGZE,5,0,0
R1FIW5VMTX8G44,5,1,1
R2J6SYDO8XMGMN,3,0,0
R3GEML8IOQY90G,5,0,0
R3DUPLW7Q7RGG4,5,0,1
R2SU64ZDO4NG91,5,0,0
R2MV1NHPJOKSZM,5,2,2
R1FNZ8CMW7OUY9,4,8,14
R2I7CZKZMQUO96,4,0,0
RKRCSTQX3MIRC,5,1,1
R21N5BQ8PXIEK6,4,1,3
R1ORZ3WDGF6LUL,5,0,0
R17X5HNW3NZH9L,5,0,0
R1PCMCYDOGNQAO,1,5,6
R2U6K8BASZETTG,1,1,1
R2GGI7PIAXKZES,4,0,4
RDQU83P05XENQ,2,1,1
RS1RIFJXPHPBC,5,2,2
R2QZQVPXHRV4MS,3,1,1
R1113MJZR8Z67A,1,2,5
RQ91ZFB0BIY9O,4,1,1
R1EPLZ182QTXYJ,4,0,0
R21SU0H6ZHUA0I,5,0,0
RRM3PMAP3CNXC,1,2,2
R1YGAS2EYDQB2V,5,0,0
R14R2K2BILIZPP,2,0,0
R1NRVLOTL8PMY4,3,14,14
RGRIAA3LJ346V,5,0,0
RZ6ZZGEMK0VR9,4,5,8
R160GCV4NRYWS2,4,0,1
RSQ6L6OMJ8LHK,5,0,0
R18HVSJ85SDBBL,1,1,43
R30OP350HFNEM7,5,0,1
RL8RI7IA104BA,5,1,1
R2NRT5Z08VULP9,5,0,1
R3VHFVD21R4A0L,1,0,1
RE1T7OYGE528O,5,0,0
R34B8QVYZJRD56,5,0,0
R3749M4JRUHZE6,1,4,12
R1KCXUR3ATVF6,5,0,0
R2GZSJW7P8KFO1,2,1,1
R177BSKC5NXKJC,5,0,1
R2O47GGW76108M,3,2,2
R2ZLC26DRQWYLA,5,0,0
RIBL1AVZPALDD,4,18,21
R35X18QGA5KYG6,3,0,0
R1M1POQ14O2485,5,0,0
R255IGT7WGBZFH,5,1,4
R2W2BH2VQICTSJ,4,31,31
R19EX13CBC6E3P,5,2,2
R2UX7DQWAL5XB1,5,1,2
RD6WB6TQW35Z3,5,0,0
R2O8RKGHOWJP0X,4,1,1
R2KZB8DHYYPBYL,5,0,1
RQTU0VIAH1HIF,5,0,0
R65S67U43HML7,5,0,0
R229HDKOEYC84B,5,0,0
R13587VAJCIS52,5,0,1
R3EIE5A21UUWFX,5,0,1
R1LL1FWCBFWYW7,5,0,0
R8PQQSIEYX55P,5,0,0
R3H9AV5DTMWMTJ,2,2,5
R40L594UR26H,5,0,1
R604111TL7TMF,4,0,2
R32O0K3TCF6KL6,5,1,1
RJJHP7H5VZCN3,1,3,3
R3U521LTZ9L8RH,1,6,25
RXX2APMD4T7T9,4,0,0
R2EQHF7Y9PSGSJ,3,0,1
RULQEDEB5GNKY,1,0,0
R3HCH5BRWEP65A,1,0,0
R26WQA7T89VE53,5,0,0
R3BIR2DZKU20BI,3,0,0
R2IMKYM1XPXAMM,5,0,0
R1MB4WW75ZKPO4,4,0,0
R3EVGR9SZB9OWY,3,0,0
R30T8EE39CWKU,5,0,0
RXN8NRGJXXCAW,5,0,0
R2ZY6GOUPK6W15,5,0,0
RWOZSP4PZ6PCP,4,1,1
R2PJF6AAEC03B6,1,0,0
R3DTK0OL9588D4,5,4,7
R6X68KNEC52CQ,5,0,0
R1E30AU67L49Y5,1,1,2
R2GSOXQBTOSYCB,1,1,20
R3Q8JTVVRYSUGX,5,0,0
R17CGQRC31A8AC,5,0,0
RYZPEO8ISYHDP,4,5,7
R2OOIEZFAPNQYO,2,0,0
R2W5YPQ3DMJ6ML,4,0,0
R2O8EFO2QRM5FO,4,2,5
R22YBSLHCCVSZF,4,0,1
R5Z1ZPLKJ68N9,5,1,1
R13MCYZZJ26ME9,3,2,2
R2U9UQMIY3P8YC,5,1,13
R1BB3YRPZMCIUI,5,0,0
R3BLY24EPUXZ5X,1,13,15
R2QS0X9NV79DZ2,5,0,0
R2EQY75LQY3CXC,3,6,6
R2TDWLG7QD9KJ,5,14,24
RN3K9T2BRUAWD,5,0,2
RYD6FE4JCZJF3,5,0,0
RTIHQCX1V2NDU,5,0,0
R34M9FAGS1M5RO,5,2,2
RL26119WV8FII,5,0,1
R1IKURZ1383YS6,5,1,1
R3811LZTDQDE7U,5,0,1
REG56B7VIWF3B,4,4,6
R39P5LP5RT3K69,3,0,0
RM8C61U4JMVI6,2,1,1
R2GNHZUC5M7J10,1,0,1
R1KGHT74L22A1A,4,5,6
R29ZLICBPGD6R,5,0,0
RB5R8IPOY8208,5,0,0
R19C786WEDG2ST,5,2,2
R2UOT6TIWGFYG,4,0,0
R2UD11XZSSXWXH,5,0,0
R15ZJTV6WX0I5M,5,0,0
R2RCCH01B7S2NU,4,0,0
R1WKFK8VZNHDVX,1,1,2
R17KXZVETXI3HP,5,0,0
R3DPBLA4YGDROP,4,2,3
R101FC00W09OF6,5,2,3
RP9OLHRAY9ZRI,1,6,7
RT7AWFEIZYYAW,3,0,0
R21VTT4WE4HO6D,1,0,0
R1YUQSML0YFV82,1,1,1
RRMBHVXEZOQS3,4,0,0
R3HVV2AR7J8TA0,2,0,0
R3QPQCG0V9TVDP,5,0,0
R2JS4R31QUVBDV,5,0,0
R21T0MJW04GC0M,5,0,0
R3I8D7880RTECT,2,2,5
RC3ULGFE2SLG2,5,0,0
RVTDLLXN09LN2,3,0,4
R2XK0NSSMP44V2,5,0,2
RXRC0CYJN3VQO,1,1,2
R31QSAB00FYYEP,1,5,5
R2PRJ5QBYSKHVT,5,0,0
R2JAIB40DIXV8Y,4,18,22
